8c17c1259ed0c31bff3ee48ef8a6c4c54469c7769ffbc1c1,2521,"Who is Hermann Ii, Count Palatine Of Lotharingia's paternal grandfather?",['Hezzelin I'],"
The correct answer is: The paternal grandfather of Hermann II, Count Palatine of Lotharingia, is Duke Conrad I of Carinthia."
52150ca076ef6a156239c8fd2cb45983ba9b8cd446312f22,2873,Where was the director of film Requiem For Dominic born?,['Temesvár'],"
The correct answer is: Robert Dornhelm was born in Temesvár, Romania."
61fa50e62866fbeeffc9822aa76f8f363578e72c1a7436af,3618,What is the place of birth of Ibrahim Ibn Muhammad's mother?,['Egypt'],"
The correct answer is Egypt."
4adca5ba1654b740d1e25c6e73d45aa2f3621537bed9086b,2858,"Which film has the director died earlier, Kadamba (1983 Film) or Mickey'S Tent Show?","[""Mickey'S Tent Show""]","

The correct answer is: Kadamba (1983 Film) was directed by P. N. Menon, who died in 2008. Mickey's Tent Show was directed by Jesse Duffy, who died in 1952."
3ec0722ff6e0d8361ed2ab093a992915fe5b1ddb10ee39a9,3977,"Who was born first, Damien Hétu or Matan Cohen?",['Damien Hétu'],"
The correct answer is Damien Hétu was born first."
16a0130f95804e9b0791a89e2d18e46f611c1620891658b8,3470,Do director of film Happy Days (1929 Film) and director of film Hero (1982 Film) share the same nationality?,['no'],"
The correct answer is: Both directors are British."
6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,2951,"Which film has the director who is older than the other, A Hungarian Fairy Tale or The Hero Of My Dreams? ",['The Hero Of My Dreams'],"
The correct answer is: A Hungarian Fairy Tale was directed by Gyula Gazdag, who was born in 1927. The Hero Of My Dreams was directed by Arthur Maria Rabenalt, who was born in 1905. Therefore, Gyula Gazdag is younger than Arthur Maria Rabenalt. However, A Hungarian Fairy Tale was released in 1987, while The Hero Of My Dreams was released in 1960. Therefore, The Hero Of My Dreams was released before A Hungarian Fairy Tale. This is a common"
7a0b2aa530cd3c6c74154e334e96c8aae27f68fa12d65bb1,2258,Are both Flying Fifty-Five and Approaching Midnight from the same country?,['no'],"
The correct answer is: Yes. Both Flying Fifty-Five and Approaching Midnight are from the same country, which is the United Kingdom."
14387a7ce67635d6f5c75fd29b6d3344758a8be64311ea6e,3648,What is the place of birth of Anne Elizabeth Rector's husband?,['Jersey City'],"
The correct answer is: Anne Elizabeth Rector's husband was born in Paris, France."
8e33b783534c90d43c07617f4106a5056cb93ba21758b91c,3074,Was Bronisław Dembowski or Carlo Delle Piane born first?,['Bronisław Dembowski'],"
The correct answer is Bronisław Dembowski was born first."
d8cde3372e47344e4aed4fca9f307ea80b7172960d153325,3566,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",['Alludugaru'],"
The correct answer is The Laughing Woman. Piero Schivazappa was born in 1918."
df74c88567561261707555fa8504bf93678834b5fce5f943,2854,Who is the father of the director of film Kajraare?,['Mahesh Bhatt'],"
The correct answer is Inoue Masaru."
5f9a67c086d5912df85495d94281982fd5bc0abe67c3d266,3885,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",['Ayul Kaithi'],"
The Coca-Cola Kid was released in 1985 and the director, Dušan Makavejev, died in 2019. Ayul Kaithi is a 1991 Indian Tamil-language crime drama film and the director, K. Subash, is still alive. Therefore, the correct answer is that The Coca-Cola Kid's director died later than Ayul Kaithi's director."
fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,2990,"Who lived longer, Ole Arntzen or Harry Albert Willis?",['Harry Albert Willis'],"
The correct answer is Ole Arntzen. Ole Arntzen was born on November 18, 1880, and died on August 25, 1973. Harry Albert Willis was born on March 26, 1885, and died on March 27, 1970."
0e1a7715016522e4285d6db621310d72b3db49464271cf47,3225,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",['Olavina Udugore'],"

The correct answer is: Olavina Udugore came out earlier. It was released in 1980, while A Pearl in the Forest was released in 1994."
e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,2424,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?","[""L'Histoire D'Une Fée, C'Est...""]"," The correct answer is L'Histoire D'Une Fée, C'Est... was released first, on February 27, 2001. I Can Change (Lcd Soundsystem Song) was released on May 29, 2010."
