8c17c1259ed0c31bff3ee48ef8a6c4c54469c7769ffbc1c1,2521,"Who is Hermann Ii, Count Palatine Of Lotharingia's paternal grandfather?",['Hezzelin I']," The correct answer is: Hezzelin I, Count In Zülpichgau."
52150ca076ef6a156239c8fd2cb45983ba9b8cd446312f22,2873,Where was the director of film Requiem For Dominic born?,['Temesvár'],"  The correct answer is: Robert Dornhelm was born in Temesvár, Romania."
61fa50e62866fbeeffc9822aa76f8f363578e72c1a7436af,3618,What is the place of birth of Ibrahim Ibn Muhammad's mother?,['Egypt'],"

The correct answer is: Egypt"
4adca5ba1654b740d1e25c6e73d45aa2f3621537bed9086b,2858,"Which film has the director died earlier, Kadamba (1983 Film) or Mickey'S Tent Show?","[""Mickey'S Tent Show""]", The correct answer is: Kadamba (1983 Film)
3ec0722ff6e0d8361ed2ab093a992915fe5b1ddb10ee39a9,3977,"Who was born first, Damien Hétu or Matan Cohen?",['Damien Hétu'],"

The correct answer is: Damien Hétu was born first."
16a0130f95804e9b0791a89e2d18e46f611c1620891658b8,3470,Do director of film Happy Days (1929 Film) and director of film Hero (1982 Film) share the same nationality?,['no']," The correct answer is: Yes, both directors are British."
6e020fda91702d5ab63283c032fc436f3a6b7fd6c568aba7,2951,"Which film has the director who is older than the other, A Hungarian Fairy Tale or The Hero Of My Dreams? ",['The Hero Of My Dreams'],"
The correct answer is: A Hungarian Fairy Tale. The director of A Hungarian Fairy Tale, Gyula Gazdag, was born in 1947, while the director of The Hero Of My Dreams, Arthur Maria Rabenalt, was born in 1927."
7a0b2aa530cd3c6c74154e334e96c8aae27f68fa12d65bb1,2258,Are both Flying Fifty-Five and Approaching Midnight from the same country?,['no'], Yes. Both Flying Fifty-Five and Approaching Midnight are British films.
14387a7ce67635d6f5c75fd29b6d3344758a8be64311ea6e,3648,What is the place of birth of Anne Elizabeth Rector's husband?,['Jersey City'],"
The correct answer is: Stan Rice was born in Dallas, Texas."
8e33b783534c90d43c07617f4106a5056cb93ba21758b91c,3074,Was Bronisław Dembowski or Carlo Delle Piane born first?,['Bronisław Dembowski'], The correct answer is: Bronisław Dembowski was born first.
d8cde3372e47344e4aed4fca9f307ea80b7172960d153325,3566,"Which film has the director who was born later, Alludugaru or The Laughing Woman?",['Alludugaru'],  The correct answer is: The Laughing Woman.
df74c88567561261707555fa8504bf93678834b5fce5f943,2854,Who is the father of the director of film Kajraare?,['Mahesh Bhatt'], The correct answer is: Pooja Bhatt
5f9a67c086d5912df85495d94281982fd5bc0abe67c3d266,3885,"Which film has the director died earlier, The Coca-Cola Kid or Ayul Kaithi?",['Ayul Kaithi']," The correct answer is: The Coca-Cola Kid. The director of The Coca-Cola Kid, Dušan Makavejev, died on January 25, 2019. The director of Ayul Kaithi, K. Subash, died on November 23, 2016."
fbbe6a3e39955eca34caa6cf37d147f6af697a70eb83a30c,2990,"Who lived longer, Ole Arntzen or Harry Albert Willis?",['Harry Albert Willis'],"  The correct answer is: Ole Arntzen lived longer. Ole Arntzen was born on February 4, 1910, while Harry Albert Willis was born on August 18, 1914."
0e1a7715016522e4285d6db621310d72b3db49464271cf47,3225,"Which film came out earlier, Olavina Udugore or A Pearl In The Forest?",['Olavina Udugore'], The correct answer is: Olavina Udugore came out earlier.
e9a287057b6f318c6cef9d0e2b12256c7b9473f4b783d38d,2424,"Which song was released first, L'Histoire D'Une Fée, C'Est... or I Can Change (Lcd Soundsystem Song)?","[""L'Histoire D'Une Fée, C'Est...""]", The correct answer is: I Can Change (Lcd Soundsystem Song) was released first.
e2f6373f7d78bc79306ca8454e38329e511a920f224a26f4,3279,What is the place of birth of the director of film Sweepstakes (Film)?,"['Oklahoma City, Oklahoma']"," Albert S. Rogell was born in Fayetteville, Arkansas."
d214078fd2eaaa345d77f1f06bbb7765253b476fec74d965,2701,Where was the director of film En Aasai Rasave born?,['Theni']," The correct answer is: Dublin, Ireland."
fa494d162bf954ce5abc26536928ea95cd81a82a832b2eb2,2652,Where did the director of film The Eagle'S Eye study?,['Amherst'], The director of film The Eagle'S Eye studied at Amherst College.
8e74e61b04f497cda285fdb613c9297b39c2f35c78a46bb4,2422,"Who is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother?",['Elisabeth of Meissen']," == The correct answer is Marie Eleonore of Hesse-Rotenburg, daughter of Landgrave Wilhelm I of Hesse-Rotenburg, is Stephen, Count Palatine Of Simmern-Zweibrücken's maternal grandmother."
126e59f70d78a02c20e400e5b0ad54b85643c1d6bae5ac01,1960,"What is the place of birth of the composer of film Yandé Codou, La Griotte De Senghor?",['Somb']," The correct answer is: The place of birth of the composer of film Yandé Codou, La Griotte De Senghor is not recorded."
0bc3341fffaad3e92d14d64b539df741528ef4e2b76e9632,1529,"Which film has the director who is older than the other, The Man With The Glass Eye or The Pom Pom Girls? ",['The Man With The Glass Eye'],"
The correct answer is: The Man With The Glass Eye. Alfred Vohrer was born on December 29, 1914. Joseph Ruben was born on May 10, 1950."
